date,open,close_last,volume,high,low
1649023200.0,175.02,177.02,3500522.0,177.02,172.59
1648764000.0,173.06,173.07,3644935.0,177.94,172.23
1648677600.0,173.54,171.76,3232222.0,176.15,171.16
1648591200.0,173.13,173.63,3707406.0,176.82,172.02
1648504800.0,172.11,175.52,5452762.0,178.88,171.81
1648418400.0,167.22,167.65,3829793.0,168.72,162.43
1648162800.0,169.94,167.22,2956870.0,170.61,164.13
1648076400.0,164.81,170.83,4223466.0,171.0,162.67
1647990000.0,163.64,164.16,2814305.0,166.89,162.88
1647903600.0,163.61,166.44,4099851.0,168.18,162.0
1647817200.0,164.57,161.8,4584370.0,165.95,159.0
1647558000.0,156.07,167.0,8467518.0,167.18,155.7
1647471600.0,153.79,157.55,5031682.0,157.6,151.05
1647385200.0,148.15,155.75,7105370.0,156.98,146.31
1647298800.0,140.0,143.95,5488743.0,144.73,138.32
1647212400.0,143.41,138.5,6330206.0,144.67,136.04
1646953200.0,154.13,145.14,4577255.0,155.0,145.0
1646866800.0,145.22,151.8,5302511.0,152.89,144.41
1646780400.0,145.43,148.31,7023908.0,150.99,145.33
1646694000.0,131.63,142.13,9586994.0,144.47,131.5
1646607600.0,145.0,131.59,9177270.0,145.27,131.52
1646348400.0,150.77,142.7,8397063.0,151.89,140.46
1646262000.0,158.33,151.69,4045757.0,159.22,150.99
1646175600.0,152.48,157.53,5028250.0,158.08,151.89
1646089200.0,150.53,151.01,5165768.0,154.22,149.95
1646002800.0,155.03,151.49,11078500.0,155.1,148.3
1645743600.0,159.26,155.09,6173207.0,159.45,152.91
1645657200.0,141.3,158.26,10354650.0,158.96,141.18
1645570800.0,165.93,150.04,9778477.0,166.66,149.85
1645484400.0,172.13,165.24,8392599.0,176.38,161.32
1645138800.0,180.26,174.9,8848753.0,182.66,173.62
1645052400.0,184.9,183.6,7779201.0,188.98,181.54
1644966000.0,178.3,186.64,22252850.0,191.73,178.0
1644879600.0,172.92,180.07,11733940.0,180.63,172.75
1644793200.0,166.63,169.66,4847552.0,171.8,165.03
1644534000.0,175.31,166.53,6464397.0,176.74,164.83
1644447600.0,165.25,171.95,8261379.0,177.06,165.25
1644361200.0,165.37,169.53,4868311.0,170.07,165.08
1644274800.0,154.0,162.26,4309070.0,163.08,153.44
1644188400.0,156.79,157.91,4690668.0,160.88,155.95
1643929200.0,150.14,155.56,4687701.0,157.24,150.0
1643842800.0,147.97,149.57,4577057.0,152.18,146.68
1643756400.0,156.31,151.76,3678315.0,156.51,150.71
1643670000.0,155.35,156.94,3799303.0,157.39,152.5
1643583600.0,144.8,153.97,5463016.0,153.97,143.81
1643324400.0,138.55,142.77,5604415.0,143.11,134.37
1643238000.0,143.48,138.41,4493776.0,145.55,137.92
1643151600.0,149.29,142.14,6990314.0,152.4,140.04
1643065200.0,143.9,144.56,5704888.0,147.38,140.13
1642978800.0,150.0,147.9,14627350.0,151.16,135.76
1642719600.0,156.82,156.73,7242250.0,160.2,152.41
1642633200.0,157.81,158.0,4941879.0,165.2,157.35
1642546800.0,157.0,154.58,5127374.0,160.23,154.44
1642460400.0,156.91,154.69,5814071.0,160.79,153.87
1642114800.0,165.75,163.99,4144039.0,167.63,160.24
1642028400.0,170.23,166.0,4893757.0,171.99,165.77
1641942000.0,170.24,169.54,3534275.0,171.04,165.11
1641855600.0,160.71,168.61,5331629.0,169.39,159.08
1641769200.0,159.76,160.71,6973588.0,161.7,152.1
1641510000.0,159.18,166.05,5624579.0,166.88,158.46
1641423600.0,160.29,159.75,5049594.0,163.73,156.34
1641337200.0,169.88,162.25,4804571.0,175.11,162.24
1641250800.0,174.15,170.8,4079976.0,175.9,167.2
1641164400.0,165.3,172.68,4241965.0,172.84,165.22
1640905200.0,168.78,166.49,2595979.0,170.87,166.08
1640818800.0,167.06,168.78,2181120.0,170.85,165.71
1640732400.0,169.52,167.44,1995405.0,170.48,165.02
1640646000.0,171.32,169.71,2297204.0,172.73,167.73
1640559600.0,169.81,171.68,2726288.0,172.43,168.78
1640214000.0,170.5,171.31,4017435.0,171.99,166.89
1640127600.0,165.68,169.29,4802483.0,170.68,162.8
1640041200.0,159.5,165.66,6293459.0,167.28,158.37
1639954800.0,151.16,157.23,4639263.0,158.48,151.0
1639695600.0,154.62,157.91,24062440.0,158.31,149.44
1639609200.0,166.25,156.38,9415120.0,167.73,153.6
1639522800.0,167.64,168.14,6678543.0,168.96,160.18
1639436400.0,168.3,167.96,5660417.0,169.91,164.5
1639350000.0,178.25,171.04,7263664.0,180.0,168.89
1639090800.0,178.15,180.42,3980441.0,181.1,175.85
1639004400.0,182.09,181.46,3518025.0,185.3,179.28
1638918000.0,186.0,186.49,4218671.0,187.5,182.14
1638831600.0,185.61,183.14,6264558.0,187.5,182.02
1638745200.0,167.28,180.85,9813848.0,181.93,162.85
1638486000.0,168.98,166.75,6460855.0,170.73,162.14
1638399600.0,161.36,169.6,5687601.0,170.3,160.49
1638313200.0,174.01,163.08,7657589.0,180.13,162.03
1638226800.0,176.41,172.54,10682740.0,180.64,170.92
1638140400.0,176.88,180.08,5317368.0,180.7,175.9
1637881200.0,167.76,173.86,6044126.0,174.64,167.04
1637708400.0,175.63,179.89,4763328.0,182.78,175.0
1637622000.0,181.14,178.27,6456729.0,183.73,175.25
1637535600.0,190.44,181.73,12626360.0,190.76,176.72
1637276400.0,196.6,196.42,8185488.0,199.36,190.5
1637190000.0,199.34,204.33,4601086.0,205.0,196.0
1637103600.0,207.0,199.11,6383375.0,212.58,198.4
1637017200.0,205.59,207.04,4431316.0,209.93,203.47
1636930800.0,206.2,207.21,7479309.0,209.24,204.16
1636671600.0,192.47,206.54,12057830.0,208.16,192.06
1636585200.0,195.2,191.61,5899031.0,197.93,190.77
1636498800.0,190.23,192.22,6704083.0,195.0,189.28
1636412400.0,201.44,194.68,9056091.0,201.5,187.5
1636326000.0,203.35,200.32,12855320.0,211.34,199.75
1636066800.0,186.15,201.62,27330520.0,203.3,185.94
1635980400.0,175.95,178.45,9664613.0,179.44,173.96
1635894000.0,171.89,172.87,2827068.0,173.75,170.93
1635807600.0,174.95,172.87,3292058.0,175.3,170.58
1635721200.0,170.5,174.6,4401097.0,175.44,170.5
1635458400.0,171.39,170.66,2294417.0,171.39,168.85
1635372000.0,170.2,171.7,2143659.0,171.85,168.71
1635285600.0,170.74,169.1,3009842.0,172.65,168.88
1635199200.0,170.4,171.14,2937893.0,172.0,167.9
1635112800.0,166.69,169.24,2620794.0,170.33,166.65
1634853600.0,169.3,166.64,2985991.0,169.44,165.16
1634767200.0,169.07,170.5,2889355.0,171.53,167.7
1634680800.0,170.06,169.76,2687022.0,171.94,168.2
1634594400.0,172.57,170.74,2776646.0,172.81,170.06
1634508000.0,167.5,172.32,2793704.0,172.7,167.11
1634248800.0,171.9,169.18,3592734.0,172.95,168.58
1634162400.0,175.24,170.5,4145257.0,176.75,170.04
1634076000.0,173.0,173.58,3523610.0,175.19,171.8
1633989600.0,172.69,172.75,6028098.0,175.9,171.23
1633903200.0,170.0,166.67,2046310.0,171.54,166.63
1633644000.0,170.1,169.97,2265114.0,174.1,169.48
1633557600.0,170.0,169.6,2119612.0,171.27,168.6
1633471200.0,161.39,167.25,2461482.0,167.32,160.63
1633384800.0,165.67,164.74,4340100.0,166.59,162.43
1633298400.0,171.99,164.5,4459382.0,172.26,164.03
1633039200.0,170.31,173.01,4963044.0,173.2,168.55
1632952800.0,168.1,167.75,2663690.0,169.5,165.71
1632866400.0,170.1,168.07,2788740.0,171.22,166.55
1632780000.0,172.52,168.58,4362803.0,173.56,166.9
1632693600.0,175.0,174.26,3551430.0,176.32,172.02
1632434400.0,174.53,175.88,4084868.0,176.96,173.61
1632348000.0,171.55,175.13,5370786.0,176.0,170.5
1632261600.0,170.03,169.96,4353595.0,171.81,167.37
1632175200.0,164.0,169.29,8592501.0,170.01,162.96
1632088800.0,162.24,161.64,6846832.0,166.54,159.45
1631829600.0,169.3,166.59,20024680.0,170.0,163.61
1631743200.0,165.26,168.15,6094825.0,169.45,165.04
1631656800.0,162.32,166.37,5656017.0,166.63,160.49
1631570400.0,160.66,163.3,4655503.0,164.7,159.41
1631484000.0,160.25,160.32,7520949.0,162.99,154.79
1631224800.0,166.95,165.2,3985251.0,168.24,165.01
1631138400.0,163.0,166.0,5935754.0,166.97,160.83
1631052000.0,163.23,163.93,5866501.0,166.55,161.6
1630965600.0,159.72,165.0,11017030.0,165.74,159.55
1630620000.0,158.05,158.0,4460935.0,160.64,157.2
1630533600.0,156.5,157.2,3302257.0,159.46,156.5
1630447200.0,154.84,156.59,4324746.0,158.64,154.29
1630360800.0,155.94,154.99,7403951.0,158.15,153.58
1630274400.0,154.41,156.02,3968745.0,157.49,151.92
1630015200.0,152.25,154.18,4818820.0,156.44,151.45
1629928800.0,159.34,152.73,7242951.0,159.5,151.45
1629842400.0,158.76,160.35,7267704.0,163.06,158.0
1629756000.0,147.0,161.42,22096780.0,161.98,146.5
1629669600.0,144.9,146.79,4727431.0,147.63,144.15
1629410400.0,142.0,143.7,2996182.0,143.95,141.5
1629324000.0,143.79,142.65,4732393.0,145.28,141.92
1629237600.0,144.02,146.74,5190073.0,148.68,141.7
1629151200.0,145.0,143.9,7855110.0,148.2,143.58
1629064800.0,151.99,148.57,7720442.0,152.03,144.9
1628805600.0,146.66,152.76,16789080.0,152.76,144.51
1628719200.0,148.86,151.15,8925109.0,151.68,146.55
1628632800.0,147.54,148.16,6717728.0,149.28,145.16
1628546400.0,149.37,147.95,5149830.0,150.76,147.85
1628460000.0,148.74,149.44,5541924.0,151.0,148.7
1628200800.0,148.99,149.99,4043474.0,150.19,147.55
1628114400.0,146.67,150.32,4737513.0,150.41,146.4
1628028000.0,145.1,147.4,4631430.0,147.46,145.01
1627941600.0,147.73,145.65,5491010.0,147.79,143.28
1627855200.0,143.85,145.49,4522437.0,146.27,143.4
1627596000.0,141.75,144.01,4167130.0,144.69,141.74
1627509600.0,143.65,143.47,5005450.0,145.0,141.71
1627423200.0,141.31,143.3,4466785.0,143.73,141.03
1627336800.0,141.26,141.58,5113147.0,142.52,138.31
1627250400.0,139.13,142.0,6489516.0,142.19,137.2
1626991200.0,139.8,138.73,2811110.0,140.0,137.41
1626904800.0,141.29,139.47,4628360.0,141.29,137.66
1626818400.0,136.71,139.25,5269631.0,140.15,135.73
1626732000.0,132.75,136.09,6274608.0,137.44,131.7
1626645600.0,131.36,131.88,7215671.0,133.77,130.31
1626386400.0,139.69,134.31,6094631.0,139.79,133.51
1626300000.0,139.18,137.5,6576068.0,140.52,136.54
1626213600.0,143.86,139.09,8545476.0,144.2,139.04
1626127200.0,147.7,143.41,5871457.0,147.7,143.0
1626040800.0,148.99,146.69,3276273.0,150.42,146.01
1625781600.0,143.3,149.64,7065139.0,150.26,143.3
1625695200.0,140.43,142.53,4827157.0,143.73,139.53
1625608800.0,148.15,143.72,5650921.0,148.94,143.6
1625522400.0,150.08,148.37,5069422.0,152.8,147.81
1625176800.0,153.31,150.23,4844712.0,154.95,149.56
1625090400.0,154.5,153.08,9793859.0,157.41,151.41
1625004000.0,145.55,153.14,9798633.0,154.09,144.25
1624917600.0,149.75,146.08,7478999.0,149.94,145.77
1624831200.0,148.62,149.94,6450955.0,150.93,147.08
1624572000.0,151.23,149.67,6452449.0,153.17,149.28
1624485600.0,152.67,150.73,8173384.0,153.63,149.86
1624399200.0,149.76,151.58,9335718.0,154.59,147.8
1624312800.0,149.75,149.68,5790390.0,151.65,148.4
1624226400.0,152.52,149.7,8040208.0,152.61,145.83
1623967200.0,150.38,152.52,11628920.0,154.8,149.4
1623880800.0,148.99,150.7,8171295.0,152.29,148.61
1623794400.0,150.95,149.15,9632778.0,152.35,146.92
1623708000.0,149.2,151.78,12007680.0,153.74,148.84
1623621600.0,149.25,149.21,6107480.0,149.6,146.85
1623362400.0,145.87,148.44,4819914.0,148.95,145.2
1623276000.0,142.15,146.12,9482482.0,147.45,141.04
1623189600.0,148.57,144.85,5606457.0,149.36,144.46
1623103200.0,150.6,147.01,7125810.0,150.75,145.8
1623016800.0,150.96,148.97,7780222.0,150.96,146.4
1622757600.0,145.83,150.73,8534867.0,151.57,145.0
1622671200.0,149.55,144.19,11083340.0,151.12,143.8
1622584800.0,145.35,151.0,16245120.0,152.7,144.4
1622498400.0,143.89,144.31,16552090.0,146.09,141.59
1622152800.0,144.76,140.4,12000560.0,145.0,140.25
1622066400.0,135.07,143.17,21270190.0,143.82,134.5
1621980000.0,134.94,134.75,8179216.0,135.76,133.72
1621893600.0,137.4,133.99,10435840.0,137.85,133.56
1621807200.0,135.5,135.91,8543614.0,137.98,134.39
1621548000.0,136.55,134.71,10056480.0,137.17,132.88
1621461600.0,138.84,136.2,8903573.0,138.89,135.65
1621375200.0,129.95,138.19,15565540.0,138.38,129.71
1621288800.0,134.0,135.02,18555650.0,138.4,131.49
1621202400.0,137.16,132.5,39715020.0,137.79,130.25
1620943200.0,137.68,141.2,20325380.0,142.25,131.67
1620856800.0,142.25,135.75,13005370.0,142.33,131.28
1620770400.0,140.9,140.25,5307514.0,144.77,138.75
1620684000.0,139.1,142.73,8257386.0,144.35,136.01
1620597600.0,150.28,146.73,5827152.0,150.5,144.52
1620338400.0,156.5,151.21,7133990.0,157.05,148.78
1620252000.0,161.91,153.64,8528976.0,162.11,150.7
1620165600.0,169.3,162.33,3590067.0,170.18,162.12
1620079200.0,167.02,168.9,4658011.0,169.04,161.96
1619992800.0,173.19,168.11,3149738.0,173.44,167.8
1619733600.0,173.0,172.71,3579957.0,176.45,172.01
1619647200.0,182.75,177.68,3116021.0,183.22,173.35
1619560800.0,174.44,180.0,2409708.0,181.67,173.35
1619474400.0,176.17,177.94,2882972.0,179.61,174.8
1619388000.0,175.21,174.88,2549403.0,176.03,171.07
1619128800.0,172.92,174.25,3335128.0,178.25,172.0
1619042400.0,168.49,170.71,3856499.0,176.92,168.43
1618956000.0,168.09,167.07,3878608.0,170.32,164.12
1618869600.0,173.18,169.57,4574999.0,175.0,165.52
1618783200.0,177.32,174.58,3125736.0,178.72,171.5
1618524000.0,176.01,178.69,3058294.0,179.51,172.94
1618437600.0,177.0,175.35,2894865.0,178.24,174.25
1618351200.0,179.5,176.43,2938566.0,181.47,175.31
1618264800.0,175.27,177.95,3573584.0,178.61,172.14
1618178400.0,179.68,176.49,2619833.0,181.49,176.25
1617919200.0,179.62,179.5,2910167.0,182.46,177.25
1617832800.0,181.65,180.18,2625274.0,183.9,179.3
1617746400.0,189.38,179.94,6663462.0,190.62,179.47
1617660000.0,188.7,190.03,3565634.0,194.48,187.52
1617573600.0,191.66,186.69,2591425.0,192.1,185.81
1617228000.0,192.5,188.24,2921447.0,193.99,185.37
1617141600.0,185.43,187.94,3079510.0,192.28,185.13
1617055200.0,182.35,183.1,2903262.0,185.23,178.38
1616968800.0,175.36,182.5,4508821.0,185.46,173.5
1616713200.0,178.42,174.4,3562912.0,181.0,168.0
1616626800.0,173.1,176.16,5264100.0,179.54,170.5
1616540400.0,189.0,178.85,3756097.0,189.78,178.51
1616454000.0,195.5,187.14,3460590.0,196.75,185.74
1616367600.0,196.85,195.0,3740448.0,203.3,194.71
1616108400.0,193.01,194.39,4444583.0,196.49,187.81
1616022000.0,196.8,191.45,3729507.0,199.9,190.68
1615935600.0,195.63,201.36,3781866.0,203.46,194.44
1615849200.0,209.11,200.01,4605572.0,215.49,198.18
1615762800.0,209.54,209.99,4337470.0,213.74,203.81
1615503600.0,196.27,206.74,5556463.0,208.7,192.2
1615417200.0,189.9,197.87,6031244.0,201.0,188.5
1615330800.0,184.57,183.79,6145645.0,191.0,181.55
1615244400.0,184.99,183.11,6079925.0,189.46,180.72
1615158000.0,179.99,180.81,4988473.0,186.4,177.03
1614898800.0,182.52,179.81,8788544.0,183.5,161.9
1614812400.0,178.64,180.23,9993671.0,183.9,170.87
1614726000.0,186.97,180.4,10592930.0,188.48,178.8
1614639600.0,195.63,189.9,9144947.0,200.0,188.5
1614553200.0,195.82,196.42,15798530.0,199.69,192.62
1614294000.0,194.18,206.35,19368610.0,214.1,185.75
1614207600.0,197.41,182.06,11568490.0,199.8,180.0
1614121200.0,190.98,200.2,5983538.0,208.15,189.0
1614034800.0,189.0,187.59,5902404.0,191.67,175.0
1613948400.0,200.7,195.34,3674223.0,205.0,193.5
1613689200.0,203.95,201.07,2605751.0,205.55,200.18
1613602800.0,199.01,198.04,2791419.0,200.36,192.17
1613516400.0,207.05,201.96,4090619.0,208.77,196.02
1613430000.0,216.24,209.86,3487929.0,218.78,209.09
1613084400.0,214.46,212.68,3041744.0,216.94,209.0
1612998000.0,213.5,216.84,3595183.0,219.94,207.0
1612911600.0,205.48,211.66,5257239.0,214.72,202.1
1612825200.0,199.2,199.88,4725841.0,209.22,196.16
1612738800.0,199.93,200.43,3492593.0,201.96,191.5
1612479600.0,197.0,195.31,2869659.0,197.25,190.25
1612393200.0,187.07,195.8,3637039.0,195.99,186.19
1612306800.0,181.98,185.72,4168965.0,190.9,180.0
1612220400.0,183.22,179.17,4413624.0,186.48,177.11
1612134000.0,187.48,180.44,3877389.0,188.82,179.74
1611874800.0,190.71,183.63,4529815.0,193.5,179.31
1611788400.0,202.6,187.37,7077661.0,212.84,187.05
1611702000.0,187.64,201.25,11019790.0,216.0,185.5
1611615600.0,180.0,192.74,6460904.0,193.0,177.3
1611529200.0,186.05,177.53,7472859.0,192.47,170.03
1611270000.0,178.09,181.87,7136811.0,185.31,175.19
1611183600.0,164.99,180.4,17618430.0,183.47,155.33
1611097200.0,176.01,161.83,8517416.0,176.31,161.0
1611010800.0,173.0,173.69,4685415.0,178.6,166.6
1610665200.0,184.58,169.27,8575682.0,186.0,164.86
1610578800.0,175.54,180.5,9926539.0,187.42,174.98
1610492400.0,160.81,169.99,12529710.0,178.62,159.35
1610406000.0,148.08,160.8,8145892.0,163.88,143.61
1610319600.0,147.99,148.13,2801867.0,150.5,144.02
1610060400.0,153.45,149.77,4615625.0,155.54,147.25
1609974000.0,146.37,151.27,4482769.0,154.42,145.26
1609887600.0,145.75,142.77,4213936.0,148.35,141.11
1609801200.0,138.28,148.3,5974246.0,149.0,137.25
1609714800.0,150.99,139.15,6409884.0,151.01,137.0
1609369200.0,146.9,146.8,2795813.0,147.89,144.51
1609282800.0,151.34,148.43,3462445.0,152.81,145.6
1609196400.0,150.0,150.0,5402266.0,151.65,143.12
1609110000.0,158.6,149.0,6229179.0,163.64,147.52
1608764400.0,159.16,154.84,3621360.0,162.79,154.11
1608678000.0,162.81,158.01,5852486.0,168.25,155.5
1608591600.0,170.0,163.19,9886633.0,174.97,161.05
1608505200.0,155.31,163.02,17788120.0,172.0,145.11
1608246000.0,150.45,157.3,15954240.0,159.0,150.3
1608159600.0,143.0,147.05,15054730.0,152.45,142.67
1608073200.0,125.83,137.99,20409550.0,142.0,124.91
1607986800.0,126.69,124.8,10914430.0,127.6,121.5
1607900400.0,135.0,130.0,16966090.0,135.3,125.16
1607641200.0,146.55,139.25,26980830.0,151.5,135.1
1607554800.0,146.0,144.71,70447540.0,165.0,141.25
1654207200.0,118.07,119.83,4584611.0,121.5,117.56
1654120800.0,117.13,121.26,5177244.0,123.0,116.27
1654034400.0,121.05,116.72,6879606.0,121.07,114.4
1653948000.0,120.5,120.87,9117555.0,122.3,117.16
1653602400.0,116.0,120.5,7391500.0,120.7,115.77
1653516000.0,109.74,114.3,6883200.0,115.55,108.11
1653429600.0,105.89,110.4,6203324.0,111.94,104.97
1653343200.0,111.28,106.24,6415752.0,111.42,103.74
1653256800.0,113.55,113.28,6000751.0,115.15,110.93
1652997600.0,115.46,112.55,6961860.0,116.25,108.5
1652911200.0,108.18,114.17,8926616.0,116.35,107.45
1652824800.0,116.11,108.03,9718744.0,117.04,107.62
1652738400.0,119.97,117.5,6962904.0,120.18,114.51
1652652000.0,121.0,114.44,7588370.0,121.07,113.25
1652392800.0,119.96,121.45,8595379.0,123.29,118.82
1652306400.0,113.66,115.94,9264303.0,120.49,111.22
1652220000.0,114.53,116.15,13661360.0,123.77,112.37
1652133600.0,122.95,116.13,13638470.0,123.46,113.53
1652047200.0,131.76,119.37,14430890.0,131.89,118.83
1651788000.0,142.7,135.84,9573058.0,143.11,133.04
1651701600.0,152.19,143.09,11367230.0,153.88,140.86
1651615200.0,152.55,156.18,20598070.0,158.74,145.87
1651528800.0,154.09,145.0,16774660.0,154.49,141.58
1651442400.0,153.21,152.78,5945287.0,155.13,147.21
1651183200.0,158.88,153.21,4033057.0,163.24,153.0
1651096800.0,154.01,159.74,4854490.0,161.26,153.66
1651010400.0,153.82,152.23,4825954.0,157.3,150.44
1650924000.0,158.4,153.04,4075004.0,159.2,152.8
1650837600.0,154.33,158.39,3868115.0,159.79,152.1
1650578400.0,157.84,156.09,3863419.0,161.67,154.78
1650492000.0,168.98,157.91,4714572.0,170.93,156.68
1650405600.0,172.61,164.55,3997912.0,172.61,164.31
1650319200.0,165.74,170.12,2857124.0,170.82,165.71
1650232800.0,169.27,165.74,3339887.0,170.12,164.35
1649887200.0,171.66,170.7,5125142.0,174.64,170.3
1649800800.0,160.84,171.85,7211893.0,172.96,160.65
1649714400.0,163.7,160.11,4113036.0,166.11,157.28
1649628000.0,159.84,160.25,3877215.0,163.57,157.41
1649368800.0,162.52,162.56,3448377.0,164.9,159.35
1649282400.0,163.19,165.91,4146557.0,167.86,161.71
1649196000.0,167.05,164.66,4287691.0,168.77,161.58
1649109600.0,177.19,171.21,4064959.0,179.09,170.12
1649023200.0,175.02,177.02,3500522.0,177.02,172.59
1648764000.0,173.06,173.07,3644935.0,177.94,172.23
1648677600.0,173.54,171.76,3232222.0,176.15,171.16
1648591200.0,173.13,173.63,3707406.0,176.82,172.02
1648504800.0,172.11,175.52,5452762.0,178.88,171.81
1648418400.0,167.22,167.65,3829793.0,168.72,162.43
1648162800.0,169.94,167.22,2956870.0,170.61,164.13
1648076400.0,164.81,170.83,4223466.0,171.0,162.67
1647990000.0,163.64,164.16,2814305.0,166.89,162.88
1647903600.0,163.61,166.44,4099851.0,168.18,162.0
1647817200.0,164.57,161.8,4584370.0,165.95,159.0
1647558000.0,156.07,167.0,8467518.0,167.18,155.7
1647471600.0,153.79,157.55,5031682.0,157.6,151.05
1647385200.0,148.15,155.75,7105370.0,156.98,146.31
1647298800.0,140.0,143.95,5488743.0,144.73,138.32
1647212400.0,143.41,138.5,6330206.0,144.67,136.04
1646953200.0,154.13,145.14,4577255.0,155.0,145.0
1646866800.0,145.22,151.8,5302511.0,152.89,144.41
1646780400.0,145.43,148.31,7023908.0,150.99,145.33
1646694000.0,131.63,142.13,9586994.0,144.47,131.5
1646607600.0,145.0,131.59,9177270.0,145.27,131.52
1646348400.0,150.77,142.7,8397063.0,151.89,140.46
1646262000.0,158.33,151.69,4045757.0,159.22,150.99
1646175600.0,152.48,157.53,5028250.0,158.08,151.89
1646089200.0,150.53,151.01,5165768.0,154.22,149.95
1646002800.0,155.03,151.49,11078500.0,155.1,148.3
1645743600.0,159.26,155.09,6173207.0,159.45,152.91
1645657200.0,141.3,158.26,10354650.0,158.96,141.18
1645570800.0,165.93,150.04,9778477.0,166.66,149.85
1645484400.0,172.13,165.24,8392599.0,176.38,161.32
1645138800.0,180.26,174.9,8848753.0,182.66,173.62
1645052400.0,184.9,183.6,7779201.0,188.98,181.54
1644966000.0,178.3,186.64,22252850.0,191.73,178.0
1644879600.0,172.92,180.07,11733940.0,180.63,172.75
1644793200.0,166.63,169.66,4847552.0,171.8,165.03
1644534000.0,175.31,166.53,6464397.0,176.74,164.83
1644447600.0,165.25,171.95,8261379.0,177.06,165.25
1644361200.0,165.37,169.53,4868311.0,170.07,165.08
1644274800.0,154.0,162.26,4309070.0,163.08,153.44
1644188400.0,156.79,157.91,4690668.0,160.88,155.95
1643929200.0,150.14,155.56,4687701.0,157.24,150.0
1643842800.0,147.97,149.57,4577057.0,152.18,146.68
1643756400.0,156.31,151.76,3678315.0,156.51,150.71
1643670000.0,155.35,156.94,3799303.0,157.39,152.5
1643583600.0,144.8,153.97,5463016.0,153.97,143.81
1643324400.0,138.55,142.77,5604415.0,143.11,134.37
1643238000.0,143.48,138.41,4493776.0,145.55,137.92
1643151600.0,149.29,142.14,6990314.0,152.4,140.04
1643065200.0,143.9,144.56,5704888.0,147.38,140.13
1642978800.0,150.0,147.9,14627350.0,151.16,135.76
1642719600.0,156.82,156.73,7242250.0,160.2,152.41
1642633200.0,157.81,158.0,4941879.0,165.2,157.35
1642546800.0,157.0,154.58,5127374.0,160.23,154.44
1642460400.0,156.91,154.69,5814071.0,160.79,153.87
1642114800.0,165.75,163.99,4144039.0,167.63,160.24
1642028400.0,170.23,166.0,4893757.0,171.99,165.77
1641942000.0,170.24,169.54,3534275.0,171.04,165.11
1641855600.0,160.71,168.61,5331629.0,169.39,159.08
1641769200.0,159.76,160.71,6973588.0,161.7,152.1
1641510000.0,159.18,166.05,5624579.0,166.88,158.46
1641423600.0,160.29,159.75,5049594.0,163.73,156.34
1641337200.0,169.88,162.25,4804571.0,175.11,162.24
1641250800.0,174.15,170.8,4079976.0,175.9,167.2
1641164400.0,165.3,172.68,4241965.0,172.84,165.22
1640905200.0,168.78,166.49,2595979.0,170.87,166.08
1640818800.0,167.06,168.78,2181120.0,170.85,165.71
